2025-08-23 19:39:27,682 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 8844 213 
2025-08-23 19:39:28,539 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 8844 213 
2025-08-23 19:39:29,864 INFO "GET /api/posts/4/ HTTP/1.1" 200 8732 213 
2025-08-23 19:39:29,867 INFO "GET /api/posts/4/ HTTP/1.1" 200 8732 213 
2025-08-23 19:39:31,559 INFO "PUT /api/posts/4/update/ HTTP/1.1" 200 8732 213 
2025-08-23 19:39:31,597 INFO "GET /api/posts/4/ HTTP/1.1" 200 8732 213 
2025-08-23 19:39:31,600 INFO "GET /api/posts/4/ HTTP/1.1" 200 8732 213 
2025-08-23 19:39:36,758 INFO "OPTIONS /api/posts/4/delete/ HTTP/1.1" 200 0 213 
2025-08-23 19:39:36,787 INFO "DELETE /api/posts/4/delete/ HTTP/1.1" 200 8780 213 
2025-08-23 19:39:36,888 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 122 213 
2025-08-23 19:39:42,878 INFO "POST /api/posts/create/ HTTP/1.1" 201 243 213 
2025-08-23 19:39:42,935 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 355 213 
2025-08-23 19:39:44,361 INFO "OPTIONS /api/posts/5/ HTTP/1.1" 200 0 213 
2025-08-23 19:39:44,363 INFO "OPTIONS /api/posts/5/ HTTP/1.1" 200 0 213 
2025-08-23 19:39:44,389 INFO "GET /api/posts/5/ HTTP/1.1" 200 243 213 
2025-08-23 19:39:44,391 INFO "GET /api/posts/5/ HTTP/1.1" 200 243 213 
2025-08-23 19:39:46,848 INFO "OPTIONS /api/posts/5/update/ HTTP/1.1" 200 0 213 
2025-08-23 19:39:46,883 INFO "PUT /api/posts/5/update/ HTTP/1.1" 200 245 213 
2025-08-23 19:39:46,987 INFO "GET /api/posts/5/ HTTP/1.1" 200 245 213 
2025-08-23 19:39:46,990 INFO "GET /api/posts/5/ HTTP/1.1" 200 245 213 
2025-08-23 19:43:26,835 INFO "GET /api/posts/5/ HTTP/1.1" 200 245 213 
2025-08-23 19:43:26,836 INFO "GET /api/posts/5/ HTTP/1.1" 200 245 213 
2025-08-23 19:43:32,326 INFO "PUT /api/posts/5/update/ HTTP/1.1" 200 253 213 
2025-08-23 19:43:32,395 INFO "GET /api/posts/5/ HTTP/1.1" 200 253 213 
2025-08-23 19:43:32,399 INFO "GET /api/posts/5/ HTTP/1.1" 200 253 213 
2025-08-23 19:43:35,771 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 365 213 
2025-08-23 19:43:37,325 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 365 213 
2025-08-23 19:43:48,169 INFO "POST /api/auth/login/ HTTP/1.1" 200 239 213 
2025-08-23 19:43:48,213 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 372 213 
2025-08-23 19:43:50,192 INFO "OPTIONS /api/posts/2/ HTTP/1.1" 200 0 213 
2025-08-23 19:43:50,195 INFO "OPTIONS /api/posts/2/ HTTP/1.1" 200 0 213 
2025-08-23 19:43:50,206 INFO "GET /api/posts/2/ HTTP/1.1" 200 260 213 
2025-08-23 19:43:50,209 INFO "GET /api/posts/2/ HTTP/1.1" 200 260 213 
2025-08-23 19:43:51,514 INFO "GET /api/posts/2/ HTTP/1.1" 200 260 213 
2025-08-23 19:43:51,515 INFO "GET /api/posts/2/ HTTP/1.1" 200 260 213 
2025-08-23 19:43:58,324 INFO "OPTIONS /api/posts/2/update/ HTTP/1.1" 200 0 213 
2025-08-23 19:43:58,359 INFO "PUT /api/posts/2/update/ HTTP/1.1" 200 266 213 
2025-08-23 19:43:58,437 INFO "GET /api/posts/2/ HTTP/1.1" 200 266 213 
2025-08-23 19:43:58,438 INFO "GET /api/posts/2/ HTTP/1.1" 200 266 213 
2025-08-23 19:44:00,786 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 378 213 
2025-08-23 19:44:02,709 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 378 213 
2025-08-23 19:44:59,399 INFO "GET /api/posts/ HTTP/1.1" 200 623 213 
2025-08-23 19:47:08,351 INFO /home/anishchengre/Django/blog-application/authentication/views.py changed, reloading. 265 
2025-08-23 19:47:08,640 INFO Watching for file changes with StatReloader 667 
2025-08-23 19:47:12,806 INFO /home/anishchengre/Django/blog-application/authentication/views.py changed, reloading. 265 
2025-08-23 19:47:13,093 INFO Watching for file changes with StatReloader 667 
2025-08-23 19:47:20,306 INFO /home/anishchengre/Django/blog-application/authentication/views.py changed, reloading. 265 
2025-08-23 19:47:20,605 INFO Watching for file changes with StatReloader 667 
2025-08-23 19:47:22,770 INFO /home/anishchengre/Django/blog-application/blogs/views.py changed, reloading. 265 
2025-08-23 19:47:23,038 INFO Watching for file changes with StatReloader 667 
2025-08-23 19:49:04,840 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:05,418 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:05,686 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:05,876 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:06,065 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:06,245 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:06,400 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:11,576 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:11,762 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:11,932 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:45,159 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:49:45,840 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-23 19:50:02,276 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 2 213 
2025-08-24 15:36:12,868 INFO Watching for file changes with StatReloader 667 
2025-08-24 15:36:15,365 INFO "GET /api/posts/ HTTP/1.1" 200 623 213 
2025-08-24 15:36:23,153 INFO "OPTIONS /api/auth/login/ HTTP/1.1" 200 0 213 
2025-08-24 15:36:23,587 INFO "POST /api/auth/login/ HTTP/1.1" 200 239 213 
2025-08-24 15:36:23,640 INFO "OPTIONS /api/posts/my-posts/ HTTP/1.1" 200 0 213 
2025-08-24 15:36:23,747 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 378 213 
2025-08-24 15:36:25,288 INFO "OPTIONS /api/posts/2/ HTTP/1.1" 200 0 213 
2025-08-24 15:36:25,310 INFO "GET /api/posts/2/ HTTP/1.1" 200 266 213 
2025-08-24 15:36:25,408 INFO "GET /api/posts/2/ HTTP/1.1" 200 266 213 
2025-08-24 15:36:27,779 INFO "GET /api/posts/my-posts/ HTTP/1.1" 200 378 213 
2025-08-24 15:36:29,845 INFO "GET /api/posts/2/ HTTP/1.1" 200 266 213 
2025-08-24 15:36:29,883 INFO "GET /api/posts/2/ HTTP/1.1" 200 266 213 
